X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
-118.773730055568649,34.112872966211313,143675469,,,Transportation,County Fueling Stations,,DPW,DPW Agoura,29773 W. Mullholland Hwy. ,,Agoura,CA ,M-TH 6:00 AM TO 4:30PM,"Contact Name: Jodie Hurd  <br>
Contact Number: (626) 814-1321",,,"Gasoline 3,000 gallons, Diesel 3,000 gallons",,81373,,91301,http://egis3.lacounty.gov/lms/?p=81373,publish,34.112873,-118.77373,2018-10-02T10:14:50.000Z,,6327470.2658713,1864358.40837064
-118.199109056171181,34.063794967183966,143675470,,,Transportation,County Fueling Stations,,DPW,DPW Alcazar,2275 Alcanzar St.,,Los Angeles ,CA,M-F 7:00AM to 3:00PM,"Contact Name: Jeff Hensley  <br>
Contact Number: (626) 814-1321",,,"Gasoline 10,000 gallons, Diesel 10,000 gallons",,80947,,90033,http://egis3.lacounty.gov/lms/?p=80947,publish,34.063795,-118.199109,2018-10-02T10:16:11.000Z,,6501366.16086097,1845656.34899007
-118.150131556182458,34.085000367239026,143675471,,,Transportation,County Fueling Stations,,DPW,DPW Alhambra,900 S. Fremont Ave.,,Alhambra,CA,"M-TH  6:30AM - 6:00PM
","Contact Name: Tim Petteruto<br>
Contact Number: (626) 476-7067
",,,"Gasoline 20,000 gallons ",,80287,,91803,http://egis3.lacounty.gov/lms/?p=80287,publish,34.0850004,-118.1501315,2018-10-02T10:17:57.000Z,,6516211.49534348,1853347.62133715
-118.156383656359694,34.188863967029441,143675472,,,Transportation,County Fueling Stations,,DPW,DPW Altadena,285 Mountain View Ave. ,,Altadena,CA,M-F 7:00AM to 3:00PM,"Contact Name: Jose Mora<br>
Contact Number: (626) 794-7732",,,"Gasoline 6,000 gallons, Diesel 6,000 gallons",,80973,,91001,http://egis3.lacounty.gov/lms/?p=80973,publish,34.188864,-118.1563836,2018-10-02T10:18:47.000Z,,6514377.20570497,1891148.3380584
-117.954105456826994,34.088898066700082,143675473,,,Transportation,County Fueling Stations,,DPW,DPW Baldwin Park,14747 E. Ramona Blvd.,,Baldwin Park,CA,M-F 7:00AM to 3:00PM,"Contact Name: David Blessing <br>
Contact Number: (626) 814-1321",,,"Gasoline 10,000 gallons, Diesel 10,000 gallons",,80314,,91706,http://egis3.lacounty.gov/lms/?p=80314,publish,34.0888981,-117.9541054,2018-10-02T10:20:35.000Z,,6575566.26869406,1854735.2947429
-118.449841056285891,34.425177965705402,143675474,,,Transportation,County Fueling Stations,,DPW,DPW Canyon County,17931 Sierra Hwy. ,,Canyon County,CA,"CLOSED
","Contact Name: Carlos Nunez <br>
Contact Number: (661) 252-2700",,,"Gasoline 3,000 gallons, Diesel 3,000 gallons",,81392,,91351,http://egis3.lacounty.gov/lms/?p=81392,publish,34.425178,-118.449841,2018-10-02T10:21:33.000Z,,6426015.84765114,1977414.20489639
-118.173097056859007,34.037410967022502,143675475,,,Transportation,County Fueling Stations,,DPW,DPW East LA,4304 Eugene St.,,Los Angeles,CA,M-F 7:00AM to 3:00PM,"Contact Name: Steven Lee <br>
Contact Number: (562) 869-1176",,,"Gasoline 3,000 gallons, Diesel 3,000 gallons",,80949,,90022,http://egis3.lacounty.gov/lms/?p=80949,publish,34.037411,-118.173097,2018-10-02T10:22:43.000Z,,6509227.87578055,1836040.12576848
-117.876993457039234,34.13658176739068,143675476,,,Transportation,County Fueling Stations,,DPW,DPW Glendora,161 N. Valencia St.,,Glendora ,CA,M-F 7:00AM to 3:00PM,"Contact Name: Andre Shelton <br>
Contact Number: (626) 335-2798",,,"Gasoline 3,000 gallons, Diesel 3,000 gallons",,80969,,91740,http://egis3.lacounty.gov/lms/?p=80969,publish,34.1365818,-117.8769934,2018-10-02T10:23:43.000Z,,6598892.9513713,1872107.88466956
-118.389141056306613,34.254741966202978,143675477,,,Transportation,County Fueling Stations,,DPW,DPW Hansen,10179 Glenoaks Blvd. ,,Sun Valley,CA,M-F 6:00 TO 4:30PM,"Contact Name: Michael Olimpio <br>
Contact Number: (818) 896-0594",,,"Gasoline 10,000 gallons, Diesel 10,000 gallons",,81379,,91352,http://egis3.lacounty.gov/lms/?p=81379,publish,34.254742,-118.389141,2018-10-02T10:24:42.000Z,,6444080.37845114,1915313.35993823
-117.818707881577794,34.690849276274044,143675478,,,Transportation,County Fueling Stations,,DPW,DPW High Vista,17341 E. Ave J ,,Lancaster,CA,M-TH 6:00 AM TO 4:30PM,"Contact Name:  Don Mccord  <br>
Contact Number: (661) 727-1528",,,"Gasoline, Diesel",,81489,,93535,http://egis3.lacounty.gov/lms/?p=81489,publish,34.69084931,-117.81870782,2018-10-02T10:25:42.000Z,,6616166.72817539,2073844.26006739
-118.167863055879323,33.923722966873562,143675479,,,Transportation,County Fueling Stations,,DPW,DPW Hollydale,11282 South Garfield Ave. ,,Downey ,CA,,"Contact Name: Dean Tedaotao <br>
Contact Number: (562) 869-1178",,,"Gasoline 10,000 gallons, Diesel 10,000 gallons",,80910,,90242,http://egis3.lacounty.gov/lms/?p=80910,publish,33.923723,-118.167863,2018-10-02T10:27:49.000Z,,6510744.5056213,1794664.03857331
-118.174635356316557,33.930753867561357,143675480,,,Transportation,County Fueling Stations,,DPW,DPW Imperial,5525 East Imperial Hwy.,,South Gate,CA,M-F 7:00AM to 3:00PM,"Contact Name: Gregg Sharpie <br>
Contact Number: (562) 861-0316",,,"Gasoline 12,000 gallons, Diesel 4,000 gallons",,80957,,90280,http://egis3.lacounty.gov/lms/?p=80957,publish,33.9307539,-118.1746353,2018-10-02T10:29:11.000Z,,6508694.39062706,1797226.23784523
-118.133612356884484,34.6531047662384,143675481,,,Transportation,County Fueling Stations,,DPW,DPW Lancaster,260 E. Ave K-8,,Lancaster ,CA,"M-F 7:00AM TO 5:00PM
","Contact Name: Ron De Vera <br>
Contact Number: (661) 726-7791",,,"Gasoline 4,000 gallons, Diesel 4,000 gallons",,81383,,93534,http://egis3.lacounty.gov/lms/?p=81383,publish,34.6531048,-118.1336123,2018-10-02T10:30:19.000Z,,6521488.20329396,2060085.46310997
-117.682491057505359,34.16187186733346,143675482,,,Transportation,County Fueling Stations,,DPW,DPW Mount Baldy,5150 Mount  Baldy Rd.,,Claremont ,CA,M - F 6:00AM TO 3:00PM,"Contact Name:  Andre Shelton <br>
Contact Number: (626) 335-2798
",,,"Gasoline 3,000 gallons, Diesel 3,000 gallons",,81559,,91711,http://egis3.lacounty.gov/lms/?p=81559,publish,34.1618719,-117.682491,2018-10-02T10:31:15.000Z,,6657721.4774148,1881440.34336682
-118.071525057120908,34.008099967406558,143675483,,,Transportation,County Fueling Stations,,DPW,DPW Pico Rivera,9521 E. Beverly Blvd. ,,Pico Rivera ,CA,M-F 7:00AM to 3:00PM,"Contact Name: Eric Banuelos <br>
Contact Number: (562) 692-2107",,,"Gasoline 3,000 gallons, Diesel 3,000 gallons",,80944,,90660,http://egis3.lacounty.gov/lms/?p=80944,publish,34.0081,-118.071525,2018-10-02T10:32:23.000Z,,6539993.10886939,1825335.8256548
-118.217456956905693,34.649786365647991,143675484,,,Transportation,County Fueling Stations,,DPW,DPW Quartz Hill,4859 W. Ave L-12,,Quartz Hill,CA,"TUE-F 6:00AM TO 4:30PM
","Contact Name: Paul Deardorff <br>
Contact Number: (661) 943-4043",,,"Gasoline 5,000 gallons, Diesel 5,000 gallons",,81388,,93534,http://egis3.lacounty.gov/lms/?p=81388,publish,34.6497864,-118.2174569,2018-10-02T10:33:37.000Z,,6496270.47912322,2058921.83682831
-118.055863056716419,33.922305967210022,143675485,,,Transportation,County Fueling Stations,,DPW,DPW Shoemaker,12015 Shoemaker Ave.,,Santa Fe Springs ,CA,M-F 7:00AM to 3:00PM,"Contact Name: Mike Garcia<br>
Contact Number: (562) 941-7011",,,"Gasoline 2,000 gallons, Diesel 1,000 gallons",,80961,,90670,http://egis3.lacounty.gov/lms/?p=80961,publish,33.922306,-118.055863,2018-10-02T10:34:59.000Z,,6544722.47080173,1794110.54853857
-117.867825057352945,33.994850966953322,143675486,,,Transportation,County Fueling Stations,,DPW,DPW Walnut,19865 E. Walnut  Dr.,,Walnut,CA,M-F 7:00AM to 3:00PM,"Contact Name: William Hernandez <br>
Contact Number: (626) 964-1518",,,"Gasoline 3,000 gallons, Diesel 3,000 gallons",,80963,,91789,http://egis3.lacounty.gov/lms/?p=80963,publish,33.994851,-117.867825,2018-10-02T10:36:28.000Z,,6601735.19535872,1820532.87561506
-118.377697655872353,33.962875666859553,143675487,,,Transportation,County Fueling Stations,,DPW,DPW Westchester,5530 West 83rd St. ,,Los Angeles,CA,M-F 7:00AM to 3:00PM,"Contact Name: Mark Heighes <br>
Contact Number: (310) 417-5184",,,"Gasoline 10,000 gallons, Diesel 10,000 gallons",,80951,,90045,http://egis3.lacounty.gov/lms/?p=80951,publish,33.9628757,-118.3776976,2018-10-02T10:39:12.000Z,,6447139.20369831,1809085.22036082
-117.717513757556645,34.389428666794366,143675488,,,Transportation,County Fueling Stations,,DPW,DPW Jackson Lake,22201 Big Pines Hwy.,,Valyermo,CA,"M-F 6am to 4:30pm 
Key needed","Contact Name: No Site Personnel <br>
Contact Number: (760) 249-5656",,,"Gasoline 3000 galllons, Diesel 3000 gallons, ",,83130,,92397,http://egis3.lacounty.gov/lms/?p=83130,publish,34.3894287,-117.7175137,2018-10-09T09:00:05.000Z,,6646893.89014614,1964220.53115256
-118.624470555756957,34.48899526566435,143675489,,,Transportation,County Fueling Stations,,DPW,DPW Castaic,27624 Parker Rd. ,,Castaic,CA,M-TH 6:00 AM TO 4:30PM,"Contact Name:  Juvenal Arroyo  <br>
Contact Number: (661) 257-0817",,,"Gasoline 3,000 gallons, Diesel 3,000 gallons, CNG 1,000 gallons",,81487,,91310,http://egis3.lacounty.gov/lms/?p=81487,publish,34.4889953,-118.6244705,2018-10-10T10:46:13.000Z,,6373499.27683146,2000919.65657306
-118.70025905568319,34.037979966145393,143675490,,,Transportation,County Fueling Stations,,DPW,DPW Malibu,3637 Winter Canyon Rd,,Malibu,CA,"M-TH  6:30AM - 6:00PM
","Contact Name: Danny Knittle<br>
Contact Number: (310) 456-8014
",,,"Gasoline 4,000 gallons, Diesel 4,000 gallons, CNG 1,000 gallons",,80289,,90265,http://egis3.lacounty.gov/lms/?p=80289,publish,34.03798,-118.700259,2018-10-10T10:47:10.000Z,,6349518.92715447,1836941.02094831
-118.407548056327812,34.257467966537455,143675766,,,Transportation,County Fueling Stations,,Fire,Fire Pacoima,12605 Osborne Street,,Pacoima,CA,"Access 24/7
","Contact Name: David Breen<br>
Office Number: (323) 881-6122<br>
Contact Number: (323) 434-5874",,,"Gasoline 10,000 gallons, Diesel 10,000 gallons, RFID",,76490,,91331,http://egis3.lacounty.gov/lms/?p=76490,publish,34.257468,-118.407548,2019-04-25T08:39:59.000Z,,6438522.23536797,1916327.4353379
